interaction_id,traveller_id,hotel_id,month,nights,budget,hotel_price,comfort_match,party_match,accessibility_match,budget_fit,location_quality,amenity_match,route_efficiency,context_component,excessive_cost_penalty,synthetic_suitability_score,split,traveller_type,adults,children,seniors,total_party_size,pace,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,comfort_level,star_category,quality_score,price_per_night,room_capacity,accessibility_score
HI0002733,T000684,H0034,May,6,52347,4196.0,100.0,64.0,100.0,100.0,52.96,75.0,74.8,100.0,0.0,100.0,train,solo,1,0,0,1,packed,high,standard,no_restriction,non_vegetarian,lowest_cost,81,87,61,61,37,24,49,13,67,47,17,58,standard,3,56.9,4196,3,38
HI0002734,T000684,H0029,May,6,52347,3084.0,100.0,71.0,100.0,100.0,52.84,62.5,77.35,100.0,0.0,100.0,train,solo,1,0,0,1,packed,high,standard,no_restriction,non_vegetarian,lowest_cost,81,87,61,61,37,24,49,13,67,47,17,58,standard,3,74.8,3084,2,83
HI0002735,T000684,H0035,May,6,52347,25212.0,44.0,60.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,55.43,train,solo,1,0,0,1,packed,high,standard,no_restriction,non_vegetarian,lowest_cost,81,87,61,61,37,24,49,13,67,47,17,58,luxury,5,90.3,25212,2,72
HI0002736,T000684,H0008,May,6,52347,1314.0,72.0,65.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,96.05,train,solo,1,0,0,1,packed,high,standard,no_restriction,non_vegetarian,lowest_cost,81,87,61,61,37,24,49,13,67,47,17,58,budget,2,35.5,1314,2,44
HI0002737,T000685,H0030,January,1,16498,1633.0,72.0,75.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,90.43,train,couple,2,0,0,2,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,90,78,71,61,71,30,27,86,52,70,27,64,budget,2,36.7,1633,3,27
HI0002738,T000685,H0026,January,1,16498,1802.0,72.0,87.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,99.82,train,couple,2,0,0,2,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,90,78,71,61,71,30,27,86,52,70,27,64,budget,2,40.2,1802,3,63
HI0002739,T000685,H0028,January,1,16498,4489.0,100.0,73.0,100.0,94.5,60.04,62.5,84.25,100.0,4.82,100.0,train,couple,2,0,0,2,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,90,78,71,61,71,30,27,86,52,70,27,64,standard,3,61.1,4489,3,100
HI0002740,T000685,H0003,January,1,16498,9176.0,72.0,86.0,100.0,5.22,64.24,75.0,83.95,100.0,82.93,72.78,train,couple,2,0,0,2,easy_going,medium,standard,no_restriction,no_preference,lowest_cost,90,78,71,61,71,30,27,86,52,70,27,64,premium,4,80.4,9176,3,63
HI0002741,T000686,H0019,December,2,27575,3860.0,72.0,63.0,100.0,100.0,63.16,50.0,77.2,100.0,0.0,100.0,validation,solo,1,0,0,1,packed,medium,premium,no_restriction,vegan,fastest,79,47,56,38,65,50,85,89,24,66,32,13,standard,3,63.5,3860,3,56
HI0002742,T000686,H0002,December,2,27575,27738.0,72.0,83.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,62.04,validation,solo,1,0,0,1,packed,medium,premium,no_restriction,vegan,fastest,79,47,56,38,65,50,85,89,24,66,32,13,luxury,5,93.1,27738,3,65
HI0002743,T000686,H0003,December,2,27575,9176.0,100.0,64.0,100.0,93.64,64.24,75.0,83.95,100.0,5.57,100.0,validation,solo,1,0,0,1,packed,medium,premium,no_restriction,vegan,fastest,79,47,56,38,65,50,85,89,24,66,32,13,premium,4,80.4,9176,3,63
HI0002744,T000686,H0031,December,2,27575,6095.0,72.0,73.0,100.0,100.0,62.08,50.0,77.5,100.0,0.0,98.38,validation,solo,1,0,0,1,packed,medium,premium,no_restriction,vegan,fastest,79,47,56,38,65,50,85,89,24,66,32,13,standard,3,58.2,6095,3,25
HI0002745,T000687,H0026,February,1,6446,1802.0,100.0,97.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,100.0,train,solo,1,0,0,1,packed,medium,budget,no_restriction,no_preference,public_transport,50,68,53,69,61,56,55,54,64,58,48,47,budget,2,40.2,1802,3,63
HI0002746,T000687,H0029,February,1,6446,3084.0,72.0,71.0,100.0,56.64,52.84,62.5,77.35,100.0,37.94,76.65,train,solo,1,0,0,1,packed,medium,budget,no_restriction,no_preference,public_transport,50,68,53,69,61,56,55,54,64,58,48,47,standard,3,74.8,3084,2,83
HI0002747,T000687,H0009,February,1,6446,4070.0,72.0,56.0,100.0,17.2,61.24,75.0,83.8,100.0,72.45,64.35,train,solo,1,0,0,1,packed,medium,budget,no_restriction,no_preference,public_transport,50,68,53,69,61,56,55,54,64,58,48,47,standard,3,55.9,4070,3,44
HI0002748,T000687,H0011,February,1,6446,6631.0,72.0,54.0,100.0,0.0,60.4,62.5,78.55,100.0,100.0,54.24,train,solo,1,0,0,1,packed,medium,budget,no_restriction,no_preference,public_transport,50,68,53,69,61,56,55,54,64,58,48,47,standard,3,62.4,6631,2,15
HI0002749,T000688,H0007,September,5,60567,27129.0,72.0,57.0,100.0,0.0,62.92,87.5,84.4,74.29,100.0,42.09,train,couple,2,0,0,2,easy_going,medium,premium,no_restriction,non_vegetarian,balanced,69,23,70,65,67,73,47,53,12,77,69,22,luxury,5,89.5,27129,3,54
HI0002750,T000688,H0001,September,5,60567,2049.0,44.0,73.0,100.0,100.0,48.4,25.0,74.8,100.0,0.0,88.06,train,couple,2,0,0,2,easy_going,medium,premium,no_restriction,non_vegetarian,balanced,69,23,70,65,67,73,47,53,12,77,69,22,budget,2,36.3,2049,3,13
HI0002751,T000688,H0033,September,5,60567,10987.0,100.0,85.0,100.0,76.59,67.72,62.5,80.35,100.0,20.48,100.0,train,couple,2,0,0,2,easy_going,medium,premium,no_restriction,non_vegetarian,balanced,69,23,70,65,67,73,47,53,12,77,69,22,premium,4,83.0,10987,2,65
HI0002752,T000688,H0035,September,5,60567,25212.0,72.0,88.0,100.0,0.0,53.08,87.5,74.35,72.88,100.0,52.89,train,couple,2,0,0,2,easy_going,medium,premium,no_restriction,non_vegetarian,balanced,69,23,70,65,67,73,47,53,12,77,69,22,luxury,5,90.3,25212,2,72
HI0002753,T000689,H0030,December,2,59773,1633.0,100.0,74.52,100.0,100.0,55.96,37.5,73.0,100.0,0.0,100.0,test,friends,6,0,0,6,easy_going,high,budget,no_restriction,no_preference,balanced,84,62,81,54,91,33,38,61,73,52,54,71,budget,2,36.7,1633,3,27
HI0002754,T000689,H0021,December,2,59773,1497.0,100.0,69.92,100.0,100.0,66.28,37.5,87.1,100.0,0.0,98.44,test,friends,6,0,0,6,easy_going,high,budget,no_restriction,no_preference,balanced,84,62,81,54,91,33,38,61,73,52,54,71,budget,2,46.4,1497,3,55
HI0002755,T000689,H0037,December,2,59773,1947.0,100.0,62.56,100.0,100.0,59.8,50.0,83.5,100.0,0.0,94.23,test,friends,6,0,0,6,easy_going,high,budget,no_restriction,no_preference,balanced,84,62,81,54,91,33,38,61,73,52,54,71,budget,2,39.1,1947,3,69
HI0002756,T000689,H0007,December,2,59773,27129.0,16.0,66.24,100.0,0.0,62.92,87.5,84.4,100.0,100.0,38.16,test,friends,6,0,0,6,easy_going,high,budget,no_restriction,no_preference,balanced,84,62,81,54,91,33,38,61,73,52,54,71,luxury,5,89.5,27129,3,54
HI0002757,T000690,H0032,December,1,14419,3917.0,100.0,64.0,100.0,100.0,44.44,37.5,74.5,100.0,0.0,92.66,train,seniors,2,0,1,3,balanced,low,standard,no_restriction,jain,lowest_cost,74,40,77,72,54,61,85,83,3,27,46,43,standard,3,71.5,3917,3,54
HI0002758,T000690,H0035,December,1,14419,25212.0,44.0,56.12,100.0,0.0,53.08,87.5,74.35,100.0,100.0,47.46,train,seniors,2,0,1,3,balanced,low,standard,no_restriction,jain,lowest_cost,74,40,77,72,54,61,85,83,3,27,46,43,luxury,5,90.3,25212,2,72
HI0002759,T000690,H0024,December,1,14419,2813.0,72.0,60.72,100.0,100.0,67.36,50.0,87.4,100.0,0.0,100.0,train,seniors,2,0,1,3,balanced,low,standard,no_restriction,jain,lowest_cost,74,40,77,72,54,61,85,83,3,27,46,43,budget,2,45.5,2813,2,63
HI0002760,T000690,H0026,December,1,14419,1802.0,72.0,74.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,90.45,train,seniors,2,0,1,3,balanced,low,standard,no_restriction,jain,lowest_cost,74,40,77,72,54,61,85,83,3,27,46,43,budget,2,40.2,1802,3,63
HI0002761,T000691,H0012,December,4,49222,5444.0,72.0,40.3,100.0,100.0,61.0,37.5,80.35,100.0,0.0,88.85,test,family,2,3,0,5,balanced,low,premium,no_restriction,no_preference,balanced,85,81,61,65,61,23,73,69,47,57,10,52,standard,3,61.7,5444,2,53
HI0002762,T000691,H0023,December,4,49222,24419.0,72.0,66.79,100.0,0.0,73.0,75.0,83.95,100.0,88.55,48.6,test,family,2,3,0,5,balanced,low,premium,no_restriction,no_preference,balanced,85,81,61,65,61,23,73,69,47,57,10,52,luxury,5,96.1,24419,2,61
HI0002763,T000691,H0027,December,4,49222,11145.0,100.0,67.9,100.0,100.0,68.2,75.0,86.05,100.0,0.0,100.0,test,family,2,3,0,5,balanced,low,premium,no_restriction,no_preference,balanced,85,81,61,65,61,23,73,69,47,57,10,52,premium,4,72.4,11145,2,76
HI0002764,T000691,H0002,December,4,49222,27738.0,72.0,40.11,100.0,0.0,68.92,62.5,81.55,100.0,87.13,49.88,test,family,2,3,0,5,balanced,low,premium,no_restriction,no_preference,balanced,85,81,61,65,61,23,73,69,47,57,10,52,luxury,5,93.1,27738,3,65
HI0002765,T000692,H0030,April,2,19338,1633.0,100.0,75.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,100.0,train,couple,2,0,0,2,packed,high,budget,no_restriction,vegetarian,lowest_cost,87,61,88,52,94,28,21,64,48,31,49,65,budget,2,36.7,1633,3,27
HI0002766,T000692,H0005,April,2,19338,5001.0,72.0,76.0,100.0,27.98,61.6,62.5,79.45,100.0,100.0,60.97,train,couple,2,0,0,2,packed,high,budget,no_restriction,vegetarian,lowest_cost,87,61,88,52,94,28,21,64,48,31,49,65,standard,3,64.9,5001,2,47
HI0002767,T000692,H0002,April,2,19338,27738.0,16.0,78.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,42.91,train,couple,2,0,0,2,packed,high,budget,no_restriction,vegetarian,lowest_cost,87,61,88,52,94,28,21,64,48,31,49,65,luxury,5,93.1,27738,3,65
HI0002768,T000692,H0031,April,2,19338,6095.0,72.0,71.0,100.0,1.72,62.08,50.0,77.5,100.0,100.0,51.78,train,couple,2,0,0,2,packed,high,budget,no_restriction,vegetarian,lowest_cost,87,61,88,52,94,28,21,64,48,31,49,65,standard,3,58.2,6095,3,25
HI0002769,T000693,H0021,May,1,34934,1497.0,44.0,69.92,100.0,100.0,66.28,37.5,87.1,100.0,0.0,84.39,train,friends,5,0,0,5,easy_going,medium,premium,no_restriction,non_vegetarian,balanced,49,53,75,71,66,80,64,23,63,65,46,27,budget,2,46.4,1497,3,55
HI0002770,T000693,H0026,May,1,34934,1802.0,44.0,48.76,100.0,100.0,56.08,25.0,80.35,100.0,0.0,82.18,train,friends,5,0,0,5,easy_going,medium,premium,no_restriction,non_vegetarian,balanced,49,53,75,71,66,80,64,23,63,65,46,27,budget,2,40.2,1802,3,63
HI0002771,T000693,H0035,May,1,34934,25212.0,72.0,90.16,100.0,6.51,53.08,87.5,74.35,100.0,81.81,68.3,train,friends,5,0,0,5,easy_going,medium,premium,no_restriction,non_vegetarian,balanced,49,53,75,71,66,80,64,23,63,65,46,27,luxury,5,90.3,25212,2,72
HI0002772,T000693,H0022,May,1,34934,7622.0,100.0,66.24,100.0,100.0,68.68,75.0,82.15,100.0,0.0,100.0,train,friends,5,0,0,5,easy_going,medium,premium,no_restriction,non_vegetarian,balanced,49,53,75,71,66,80,64,23,63,65,46,27,premium,4,85.5,7622,2,71
HI0002773,T000694,H0030,August,9,31749,1633.0,100.0,75.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,100.0,test,couple,2,0,0,2,balanced,low,budget,no_restriction,non_vegetarian,lowest_cost,62,94,54,69,46,24,0,45,81,79,41,78,budget,2,36.7,1633,3,27
HI0002774,T000694,H0014,August,9,31749,11338.0,44.0,95.0,100.0,0.0,61.6,50.0,80.8,100.0,100.0,43.38,test,couple,2,0,0,2,balanced,low,budget,no_restriction,non_vegetarian,lowest_cost,62,94,54,69,46,24,0,45,81,79,41,78,premium,4,89.7,11338,2,74
HI0002775,T000694,H0020,August,9,31749,3776.0,72.0,69.0,100.0,0.0,82.72,75.0,91.0,78.89,62.16,67.87,test,couple,2,0,0,2,balanced,low,budget,no_restriction,non_vegetarian,lowest_cost,62,94,54,69,46,24,0,45,81,79,41,78,standard,3,66.7,3776,3,59
HI0002776,T000694,H0022,August,9,31749,7622.0,44.0,76.0,100.0,0.0,68.68,75.0,82.15,100.0,100.0,48.61,test,couple,2,0,0,2,balanced,low,budget,no_restriction,non_vegetarian,lowest_cost,62,94,54,69,46,24,0,45,81,79,41,78,premium,4,85.5,7622,2,71
HI0002777,T000695,H0015,September,2,30474,24244.0,16.0,73.6,100.0,0.0,67.72,50.0,85.75,100.0,100.0,40.4,train,friends,5,0,0,5,balanced,medium,budget,no_restriction,non_vegetarian,public_transport,75,64,90,40,85,0,17,74,39,37,59,73,luxury,5,88.6,24244,2,66
HI0002778,T000695,H0026,September,2,30474,1802.0,100.0,48.76,100.0,100.0,56.08,25.0,80.35,100.0,0.0,97.69,train,friends,5,0,0,5,balanced,medium,budget,no_restriction,non_vegetarian,public_transport,75,64,90,40,85,0,17,74,39,37,59,73,budget,2,40.2,1802,3,63
HI0002779,T000695,H0017,September,2,30474,2123.0,100.0,69.92,100.0,100.0,75.28,75.0,85.0,83.59,0.0,100.0,train,friends,5,0,0,5,balanced,medium,budget,no_restriction,non_vegetarian,public_transport,75,64,90,40,85,0,17,74,39,37,59,73,budget,2,58.2,2123,2,34
HI0002780,T000695,H0039,September,2,30474,25055.0,16.0,57.04,100.0,0.0,52.36,87.5,73.3,82.41,100.0,38.02,train,friends,5,0,0,5,balanced,medium,budget,no_restriction,non_vegetarian,public_transport,75,64,90,40,85,0,17,74,39,37,59,73,luxury,5,91.0,25055,2,100
HI0002781,T000696,H0021,November,5,16136,1497.0,100.0,66.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,98.53,test,solo,1,0,0,1,balanced,medium,budget,no_restriction,vegetarian,public_transport,80,53,65,49,77,48,83,80,14,83,51,16,budget,2,46.4,1497,3,55
HI0002782,T000696,H0008,November,5,16136,1314.0,100.0,65.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,100.0,test,solo,1,0,0,1,balanced,medium,budget,no_restriction,vegetarian,public_transport,80,53,65,49,77,48,83,80,14,83,51,16,budget,2,35.5,1314,2,44
HI0002783,T000696,H0035,November,5,16136,25212.0,16.0,60.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,43.08,test,solo,1,0,0,1,balanced,medium,budget,no_restriction,vegetarian,public_transport,80,53,65,49,77,48,83,80,14,83,51,16,luxury,5,90.3,25212,2,72
HI0002784,T000696,H0003,November,5,16136,9176.0,44.0,64.0,100.0,0.0,64.24,75.0,83.95,100.0,100.0,40.97,test,solo,1,0,0,1,balanced,medium,budget,no_restriction,vegetarian,public_transport,80,53,65,49,77,48,83,80,14,83,51,16,premium,4,80.4,9176,3,63
HI0002785,T000697,H0016,July,4,85652,9320.0,72.0,59.0,100.0,100.0,55.6,62.5,81.55,100.0,0.0,90.36,validation,couple,2,0,0,2,packed,medium,luxury,no_restriction,vegan,fastest,38,48,67,51,52,52,71,45,60,56,57,59,premium,4,87.3,9320,2,55
HI0002786,T000697,H0032,July,4,85652,3917.0,44.0,99.0,100.0,100.0,44.44,37.5,74.5,100.0,0.0,80.08,validation,couple,2,0,0,2,packed,medium,luxury,no_restriction,vegan,fastest,38,48,67,51,52,52,71,45,60,56,57,59,standard,3,71.5,3917,3,54
HI0002787,T000697,H0025,July,4,85652,27248.0,100.0,85.0,100.0,58.9,52.12,62.5,81.7,100.0,35.96,89.42,validation,couple,2,0,0,2,packed,medium,luxury,no_restriction,vegan,fastest,38,48,67,51,52,52,71,45,60,56,57,59,luxury,5,91.8,27248,2,71
HI0002788,T000697,H0027,July,4,85652,11145.0,72.0,80.0,100.0,100.0,68.2,62.5,86.05,100.0,0.0,100.0,validation,couple,2,0,0,2,packed,medium,luxury,no_restriction,vegan,fastest,38,48,67,51,52,52,71,45,60,56,57,59,premium,4,72.4,11145,2,76
HI0002789,T000698,H0001,January,11,176511,2049.0,72.0,90.9,100.0,100.0,48.4,37.5,74.8,100.0,0.0,87.66,test,family,5,1,0,6,balanced,medium,standard,no_restriction,vegetarian,lowest_cost,44,65,55,63,56,54,48,42,73,75,44,43,budget,2,36.3,2049,3,13
HI0002790,T000698,H0029,January,11,176511,3084.0,100.0,60.9,100.0,100.0,52.84,75.0,77.35,100.0,0.0,100.0,test,family,5,1,0,6,balanced,medium,standard,no_restriction,vegetarian,lowest_cost,44,65,55,63,56,54,48,42,73,75,44,43,standard,3,74.8,3084,2,83
HI0002791,T000698,H0013,January,11,176511,4412.0,100.0,58.33,100.0,100.0,74.56,62.5,86.65,100.0,0.0,100.0,test,family,5,1,0,6,balanced,medium,standard,no_restriction,vegetarian,lowest_cost,44,65,55,63,56,54,48,42,73,75,44,43,standard,3,57.2,4412,3,62
HI0002792,T000698,H0039,January,11,176511,25055.0,44.0,82.43,100.0,0.0,52.36,100.0,73.3,100.0,100.0,28.91,test,family,5,1,0,6,balanced,medium,standard,no_restriction,vegetarian,lowest_cost,44,65,55,63,56,54,48,42,73,75,44,43,luxury,5,91.0,25055,2,100
HI0002793,T000699,H0030,October,4,27941,1633.0,72.0,75.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,100.0,train,couple,2,0,0,2,packed,low,standard,no_restriction,no_preference,public_transport,82,50,82,44,88,32,35,52,44,61,78,57,budget,2,36.7,1633,3,27
HI0002794,T000699,H0038,October,4,27941,9325.0,72.0,68.0,100.0,0.0,57.88,62.5,81.7,100.0,85.42,65.09,train,couple,2,0,0,2,packed,low,standard,no_restriction,no_preference,public_transport,82,50,82,44,88,32,35,52,44,61,78,57,premium,4,86.7,9325,2,82
HI0002795,T000699,H0011,October,4,27941,6631.0,100.0,78.0,100.0,30.54,60.4,62.5,78.55,100.0,40.52,84.91,train,couple,2,0,0,2,packed,low,standard,no_restriction,no_preference,public_transport,82,50,82,44,88,32,35,52,44,61,78,57,standard,3,62.4,6631,2,15
HI0002796,T000699,H0013,October,4,27941,4412.0,100.0,69.0,100.0,93.94,74.56,50.0,86.65,100.0,3.53,97.93,train,couple,2,0,0,2,packed,low,standard,no_restriction,no_preference,public_transport,82,50,82,44,88,32,35,52,44,61,78,57,standard,3,57.2,4412,3,62
HI0002797,T000700,H0015,January,3,85434,24244.0,16.0,83.17,100.0,0.0,67.72,62.5,85.75,100.0,100.0,45.61,train,family,5,4,0,9,easy_going,medium,budget,no_restriction,no_preference,lowest_cost,91,93,71,43,53,21,16,50,53,62,41,85,luxury,5,88.6,24244,2,66
HI0002798,T000700,H0002,January,3,85434,27738.0,16.0,40.11,100.0,0.0,68.92,62.5,81.55,100.0,100.0,40.83,train,family,5,4,0,9,easy_going,medium,budget,no_restriction,no_preference,lowest_cost,91,93,71,43,53,21,16,50,53,62,41,85,luxury,5,93.1,27738,3,65
HI0002799,T000700,H0017,January,3,85434,2123.0,100.0,58.14,100.0,100.0,75.28,87.5,85.0,100.0,0.0,100.0,train,family,5,4,0,9,easy_going,medium,budget,no_restriction,no_preference,lowest_cost,91,93,71,43,53,21,16,50,53,62,41,85,budget,2,58.2,2123,2,34
HI0002800,T000700,H0016,January,3,85434,9320.0,44.0,92.0,100.0,0.0,55.6,75.0,81.55,100.0,100.0,49.74,train,family,5,4,0,9,easy_going,medium,budget,no_restriction,no_preference,lowest_cost,91,93,71,43,53,21,16,50,53,62,41,85,premium,4,87.3,9320,2,55
HI0002801,T000701,H0030,December,1,10687,1633.0,72.0,75.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,94.96,train,couple,2,0,0,2,easy_going,low,standard,no_restriction,no_preference,balanced,80,44,65,83,65,62,75,72,23,100,68,15,budget,2,36.7,1633,3,27
HI0002802,T000701,H0012,December,1,10687,5444.0,100.0,82.0,100.0,64.46,61.0,37.5,80.35,100.0,20.73,92.86,train,couple,2,0,0,2,easy_going,low,standard,no_restriction,no_preference,balanced,80,44,65,83,65,62,75,72,23,100,68,15,standard,3,61.7,5444,2,53
HI0002803,T000701,H0035,December,1,10687,25212.0,44.0,88.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,47.2,train,couple,2,0,0,2,easy_going,low,standard,no_restriction,no_preference,balanced,80,44,65,83,65,62,75,72,23,100,68,15,luxury,5,90.3,25212,2,72
HI0002804,T000701,H0024,December,1,10687,2813.0,72.0,64.0,100.0,100.0,67.36,50.0,87.4,100.0,0.0,100.0,train,couple,2,0,0,2,easy_going,low,standard,no_restriction,no_preference,balanced,80,44,65,83,65,62,75,72,23,100,68,15,budget,2,45.5,2813,2,63
HI0002805,T000702,H0015,January,4,63215,24244.0,16.0,73.6,100.0,0.0,67.72,50.0,85.75,100.0,100.0,44.6,train,friends,6,0,0,6,balanced,medium,budget,no_restriction,vegetarian,fastest,64,72,63,59,70,86,53,66,56,63,57,31,luxury,5,88.6,24244,2,66
HI0002806,T000702,H0001,January,4,63215,2049.0,100.0,67.16,100.0,100.0,48.4,25.0,74.8,100.0,0.0,97.41,train,friends,6,0,0,6,balanced,medium,budget,no_restriction,vegetarian,fastest,64,72,63,59,70,86,53,66,56,63,57,31,budget,2,36.3,2049,3,13
HI0002807,T000702,H0032,January,4,63215,3917.0,72.0,59.8,100.0,61.76,44.44,37.5,74.5,100.0,33.46,88.78,train,friends,6,0,0,6,balanced,medium,budget,no_restriction,vegetarian,fastest,64,72,63,59,70,86,53,66,56,63,57,31,standard,3,71.5,3917,3,54
HI0002808,T000702,H0036,January,4,63215,3166.0,72.0,46.92,100.0,79.88,47.92,37.5,69.55,100.0,17.61,76.67,train,friends,6,0,0,6,balanced,medium,budget,no_restriction,vegetarian,fastest,64,72,63,59,70,86,53,66,56,63,57,31,standard,3,68.6,3166,2,51
HI0002809,T000703,H0030,March,3,132402,1633.0,16.0,54.28,100.0,100.0,55.96,37.5,73.0,100.0,0.0,91.93,train,family,5,3,0,8,balanced,medium,luxury,no_restriction,vegan,private_transport,18,7,43,86,82,74,0,86,39,73,72,17,budget,2,36.7,1633,3,27
HI0002810,T000703,H0023,March,3,132402,24419.0,100.0,66.79,100.0,100.0,73.0,75.0,83.95,100.0,0.0,100.0,train,family,5,3,0,8,balanced,medium,luxury,no_restriction,vegan,private_transport,18,7,43,86,82,74,0,86,39,73,72,17,luxury,5,96.1,24419,2,61
HI0002811,T000703,H0035,March,3,132402,25212.0,100.0,78.02,100.0,100.0,53.08,100.0,74.35,100.0,0.0,100.0,train,family,5,3,0,8,balanced,medium,luxury,no_restriction,vegan,private_transport,18,7,43,86,82,74,0,86,39,73,72,17,luxury,5,90.3,25212,2,72
HI0002812,T000703,H0021,March,3,132402,1497.0,16.0,37.35,100.0,100.0,66.28,37.5,87.1,100.0,0.0,74.56,train,family,5,3,0,8,balanced,medium,luxury,no_restriction,vegan,private_transport,18,7,43,86,82,74,0,86,39,73,72,17,budget,2,46.4,1497,3,55
HI0002813,T000704,H0007,September,2,19409,27129.0,44.0,57.0,100.0,0.0,62.92,87.5,84.4,84.97,100.0,39.7,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,lowest_cost,63,83,83,64,49,26,16,72,84,85,39,82,luxury,5,89.5,27129,3,54
HI0002814,T000704,H0040,September,2,19409,4665.0,100.0,74.0,100.0,91.14,54.88,50.0,73.9,100.0,7.75,93.6,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,lowest_cost,63,83,83,64,49,26,16,72,84,85,39,82,standard,3,59.5,4665,3,42
HI0002815,T000704,H0024,September,2,19409,2813.0,72.0,64.0,100.0,100.0,67.36,50.0,87.4,100.0,0.0,99.48,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,lowest_cost,63,83,83,64,49,26,16,72,84,85,39,82,budget,2,45.5,2813,2,63
HI0002816,T000704,H0010,September,2,19409,2651.0,72.0,88.0,100.0,100.0,57.16,12.5,74.8,100.0,0.0,97.04,train,couple,2,0,0,2,balanced,medium,standard,no_restriction,no_preference,lowest_cost,63,83,83,64,49,26,16,72,84,85,39,82,budget,2,58.1,2651,2,28
HI0002817,T000705,H0039,February,3,55858,25055.0,72.0,82.43,100.0,0.0,52.36,100.0,73.3,100.0,100.0,56.83,train,family,2,3,0,5,balanced,medium,premium,no_restriction,no_preference,balanced,93,91,93,73,75,43,64,71,73,47,64,57,luxury,5,91.0,25055,2,100
HI0002818,T000705,H0014,February,3,55858,11338.0,100.0,56.49,100.0,98.62,61.6,62.5,80.8,100.0,1.21,91.79,train,family,2,3,0,5,balanced,medium,premium,no_restriction,no_preference,balanced,93,91,93,73,75,43,64,71,73,47,64,57,premium,4,89.7,11338,2,74
HI0002819,T000705,H0024,February,3,55858,2813.0,44.0,61.46,100.0,100.0,67.36,62.5,87.4,100.0,0.0,81.03,train,family,2,3,0,5,balanced,medium,premium,no_restriction,no_preference,balanced,93,91,93,73,75,43,64,71,73,47,64,57,budget,2,45.5,2813,2,63
HI0002820,T000705,H0026,February,3,55858,1802.0,44.0,73.97,100.0,100.0,56.08,37.5,80.35,100.0,0.0,78.14,train,family,2,3,0,5,balanced,medium,premium,no_restriction,no_preference,balanced,93,91,93,73,75,43,64,71,73,47,64,57,budget,2,40.2,1802,3,63
HI0002821,T000706,H0021,December,2,13087,1497.0,100.0,65.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,88.15,validation,couple,2,0,0,2,packed,medium,budget,no_restriction,no_preference,public_transport,46,55,65,68,72,61,61,66,49,49,55,41,budget,2,46.4,1497,3,55
HI0002822,T000706,H0032,December,2,13087,3917.0,72.0,99.0,100.0,23.32,44.44,37.5,74.5,100.0,67.09,69.34,validation,couple,2,0,0,2,packed,medium,budget,no_restriction,no_preference,public_transport,46,55,65,68,72,61,61,66,49,49,55,41,standard,3,71.5,3917,3,54
HI0002823,T000706,H0038,December,2,13087,9325.0,44.0,68.0,100.0,0.0,57.88,62.5,81.7,100.0,100.0,44.78,validation,couple,2,0,0,2,packed,medium,budget,no_restriction,no_preference,public_transport,46,55,65,68,72,61,61,66,49,49,55,41,premium,4,86.7,9325,2,82
HI0002824,T000706,H0027,December,2,13087,11145.0,44.0,80.0,100.0,0.0,68.2,62.5,86.05,100.0,100.0,52.0,validation,couple,2,0,0,2,packed,medium,budget,no_restriction,no_preference,public_transport,46,55,65,68,72,61,61,66,49,49,55,41,premium,4,72.4,11145,2,76
HI0002825,T000707,H0014,December,4,32445,11338.0,100.0,54.0,100.0,73.29,61.6,50.0,80.8,100.0,23.37,100.0,validation,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegan,public_transport,47,50,94,89,66,77,70,30,59,77,58,41,premium,4,89.7,11338,2,74
HI0002826,T000707,H0023,December,4,32445,24419.0,72.0,62.0,100.0,0.0,73.0,62.5,83.95,100.0,100.0,51.67,validation,solo,1,0,0,1,balanced,medium,premium,no_restriction,vegan,public_transport,47,50,94,89,66,77,70,30,59,77,58,41,luxury,5,96.1,24419,2,61
