interaction_id,traveller_id,hotel_id,month,nights,budget,hotel_price,comfort_match,party_match,accessibility_match,budget_fit,location_quality,amenity_match,route_efficiency,context_component,excessive_cost_penalty,synthetic_suitability_score,split
HI0000660,T000165,H0012,February,4,35210,5444.0,72.0,61.0,100.0,100.0,61.0,37.5,80.35,100.0,0.0,92.77,validation
HI0000661,T000166,H0032,December,2,15590,3917.0,72.0,83.0,100.0,100.0,44.44,37.5,74.5,100.0,0.0,100.0,train
HI0000662,T000166,H0035,December,2,15590,25212.0,72.0,60.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,55.56,train
HI0000663,T000166,H0037,December,2,15590,1947.0,44.0,75.0,100.0,100.0,59.8,50.0,83.5,100.0,0.0,91.4,train
HI0000664,T000166,H0016,December,2,15590,9320.0,100.0,64.0,100.0,88.42,55.6,62.5,81.55,100.0,6.75,100.0,train
HI0000665,T000167,H0018,September,2,56788,5949.0,100.0,59.8,100.0,100.0,56.08,25.0,80.5,100.0,0.0,99.78,train
HI0000666,T000167,H0033,September,2,56788,10987.0,72.0,74.52,100.0,39.29,67.72,62.5,80.35,100.0,53.12,65.63,train
HI0000667,T000167,H0020,September,2,56788,3776.0,100.0,54.28,100.0,100.0,82.72,75.0,91.0,82.31,0.0,100.0,train
HI0000668,T000167,H0037,September,2,56788,1947.0,72.0,62.56,100.0,100.0,59.8,50.0,83.5,74.51,0.0,100.0,train
HI0000669,T000168,H0014,February,4,47735,11338.0,100.0,77.28,100.0,31.91,61.6,50.0,80.8,100.0,39.72,75.13,validation
HI0000670,T000168,H0035,February,4,47735,25212.0,72.0,56.12,100.0,0.0,53.08,87.5,74.35,100.0,100.0,67.18,validation
HI0000671,T000168,H0032,February,4,47735,3917.0,72.0,64.0,100.0,100.0,44.44,37.5,74.5,100.0,0.0,75.98,validation
HI0000672,T000168,H0024,February,4,47735,2813.0,44.0,60.72,100.0,100.0,67.36,50.0,87.4,100.0,0.0,91.42,validation
HI0000673,T000169,H0020,January,3,46817,3776.0,72.0,54.28,100.0,100.0,82.72,75.0,91.0,100.0,0.0,92.42,train
HI0000674,T000169,H0039,January,3,46817,25055.0,72.0,57.04,100.0,0.0,52.36,87.5,73.3,100.0,82.79,49.65,train
HI0000675,T000169,H0027,January,3,46817,11145.0,100.0,80.96,100.0,100.0,68.2,62.5,86.05,100.0,0.0,100.0,train
HI0000676,T000169,H0030,January,3,46817,1633.0,44.0,74.52,100.0,100.0,55.96,37.5,73.0,100.0,0.0,93.28,train
HI0000677,T000170,H0021,September,2,40344,1497.0,100.0,37.35,100.0,100.0,66.28,37.5,87.1,100.0,0.0,100.0,test
HI0000678,T000170,H0003,September,2,40344,9176.0,44.0,40.66,100.0,0.0,64.24,75.0,83.95,69.04,100.0,38.12,test
HI0000679,T000170,H0034,September,2,40344,4196.0,72.0,53.36,100.0,74.64,52.96,75.0,74.8,78.97,14.79,84.14,test
HI0000680,T000170,H0004,September,2,40344,4879.0,72.0,79.12,100.0,46.7,58.72,75.0,78.25,65.58,31.09,87.41,test
HI0000681,T000171,H0021,October,2,42724,1497.0,44.0,76.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,92.65,train
HI0000682,T000171,H0014,October,2,42724,11338.0,100.0,72.68,100.0,54.61,61.6,50.0,80.8,100.0,39.72,81.29,train
HI0000683,T000171,H0023,October,2,42724,24419.0,72.0,67.16,100.0,0.0,73.0,62.5,83.95,100.0,100.0,50.58,train
HI0000684,T000171,H0013,October,2,42724,4412.0,72.0,55.0,100.0,100.0,74.56,50.0,86.65,100.0,0.0,93.15,train
HI0000685,T000172,H0021,January,5,55231,1497.0,72.0,66.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,100.0,train
HI0000686,T000172,H0024,January,5,55231,2813.0,72.0,60.0,100.0,100.0,67.36,50.0,87.4,100.0,0.0,91.01,train
HI0000687,T000172,H0013,January,5,55231,4412.0,100.0,60.0,100.0,97.58,74.56,50.0,86.65,100.0,3.53,94.04,train
HI0000688,T000172,H0015,January,5,55231,24244.0,44.0,65.0,100.0,0.0,67.72,50.0,85.75,100.0,100.0,48.29,train
HI0000689,T000173,H0030,September,1,8548,1633.0,100.0,75.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,100.0,train
HI0000690,T000173,H0026,September,1,8548,1802.0,100.0,87.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,100.0,train
HI0000691,T000173,H0035,September,1,8548,25212.0,16.0,88.0,100.0,0.0,53.08,87.5,74.35,68.96,100.0,34.67,train
HI0000692,T000173,H0021,September,1,8548,1497.0,100.0,65.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,100.0,train
HI0000693,T000174,H0007,December,1,9787,27129.0,44.0,54.0,100.0,0.0,62.92,87.5,84.4,100.0,100.0,47.53,test
HI0000694,T000174,H0018,December,1,9787,5949.0,100.0,79.0,100.0,66.69,56.08,25.0,80.5,100.0,29.15,89.35,test
HI0000695,T000174,H0004,December,1,9787,4879.0,100.0,54.0,100.0,87.07,58.72,75.0,78.25,100.0,11.32,100.0,test
HI0000696,T000174,H0010,December,1,9787,2651.0,72.0,62.0,100.0,100.0,57.16,12.5,74.8,100.0,0.0,80.29,test
HI0000697,T000175,H0006,January,2,49744,2830.0,44.0,79.12,100.0,100.0,60.88,37.5,81.1,100.0,0.0,98.2,test
HI0000698,T000175,H0002,January,2,49744,27738.0,72.0,55.2,100.0,27.59,68.92,62.5,81.55,100.0,63.36,69.5,test
HI0000699,T000175,H0009,January,2,49744,4070.0,72.0,62.56,100.0,100.0,61.24,75.0,83.8,100.0,0.0,94.73,test
HI0000700,T000175,H0027,January,2,49744,11145.0,100.0,80.96,100.0,100.0,68.2,62.5,86.05,100.0,0.0,100.0,test
HI0000701,T000176,H0005,October,3,37618,5001.0,100.0,59.8,100.0,63.92,61.6,62.5,79.45,100.0,31.57,100.0,train
HI0000702,T000176,H0003,October,3,37618,9176.0,72.0,62.0,100.0,5.22,64.24,75.0,83.95,100.0,82.93,60.18,train
HI0000703,T000176,H0024,October,3,37618,2813.0,72.0,76.36,100.0,100.0,67.36,50.0,87.4,100.0,0.0,100.0,train
HI0000704,T000176,H0039,October,3,37618,25055.0,44.0,57.04,100.0,0.0,52.36,87.5,73.3,100.0,100.0,55.74,train
HI0000705,T000177,H0030,November,4,96316,1633.0,100.0,55.02,100.0,100.0,55.96,37.5,73.0,100.0,0.0,100.0,train
HI0000706,T000177,H0019,November,4,96316,3860.0,72.0,71.1,100.0,92.93,63.16,62.5,77.2,100.0,6.18,100.0,train
HI0000707,T000177,H0028,November,4,96316,4489.0,72.0,53.43,100.0,54.88,60.04,75.0,84.25,100.0,39.48,91.52,train
HI0000708,T000177,H0004,November,4,96316,4879.0,72.0,71.02,100.0,72.88,58.72,75.0,78.25,100.0,23.73,84.24,train
HI0000709,T000178,H0007,November,2,26534,27129.0,16.0,57.0,100.0,0.0,62.92,87.5,84.4,100.0,100.0,38.2,train
HI0000710,T000178,H0014,November,2,26534,11338.0,44.0,95.0,100.0,0.0,61.6,50.0,80.8,100.0,100.0,62.64,train
HI0000711,T000178,H0008,November,2,26534,1314.0,100.0,80.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,97.18,train
HI0000712,T000178,H0025,November,2,26534,27248.0,16.0,85.0,100.0,0.0,52.12,62.5,81.7,100.0,100.0,39.87,train
HI0000713,T000179,H0004,December,1,28880,4879.0,44.0,85.0,100.0,100.0,58.72,75.0,78.25,100.0,0.0,78.31,train
HI0000714,T000179,H0035,December,1,28880,25212.0,100.0,90.16,100.0,26.02,53.08,87.5,74.35,100.0,43.16,80.92,train
HI0000715,T000179,H0036,December,1,28880,3166.0,44.0,46.92,100.0,100.0,47.92,37.5,69.55,100.0,0.0,67.8,train
HI0000716,T000179,H0033,December,1,28880,10987.0,72.0,74.52,100.0,100.0,67.72,62.5,80.35,100.0,0.0,92.8,train
HI0000717,T000180,H0019,February,3,27225,3860.0,72.0,77.28,100.0,72.16,63.16,50.0,77.2,100.0,16.24,91.75,train
HI0000718,T000180,H0001,February,3,27225,2049.0,100.0,67.16,100.0,100.0,48.4,25.0,74.8,100.0,0.0,98.75,train
HI0000719,T000180,H0018,February,3,27225,5949.0,72.0,59.8,100.0,0.0,56.08,25.0,80.5,100.0,73.27,58.63,train
HI0000720,T000180,H0032,February,3,27225,3917.0,72.0,59.8,100.0,62.59,44.44,37.5,74.5,100.0,21.82,84.68,train
HI0000721,T000181,H0001,November,4,46866,2049.0,44.0,98.8,100.0,100.0,48.4,37.5,74.8,100.0,0.0,100.0,validation
HI0000722,T000181,H0014,November,4,46866,11338.0,100.0,56.49,100.0,54.61,61.6,62.5,80.8,100.0,39.72,85.56,validation
HI0000723,T000181,H0025,November,4,46866,27248.0,72.0,57.22,100.0,0.0,52.12,75.0,81.7,100.0,100.0,46.2,validation
HI0000724,T000181,H0039,November,4,46866,25055.0,72.0,82.43,100.0,0.0,52.36,100.0,73.3,100.0,100.0,61.83,validation
HI0000725,T000182,H0002,December,4,85708,27738.0,100.0,43.6,100.0,56.72,68.92,62.5,81.55,100.0,37.87,93.38,train
HI0000726,T000182,H0033,December,4,85708,10987.0,72.0,73.97,100.0,100.0,67.72,75.0,80.35,100.0,0.0,100.0,train
HI0000727,T000182,H0010,December,4,85708,2651.0,16.0,22.63,100.0,100.0,57.16,25.0,74.8,100.0,0.0,66.06,train
HI0000728,T000182,H0022,December,4,85708,7622.0,72.0,38.09,100.0,100.0,68.68,75.0,82.15,100.0,0.0,86.03,train
HI0000729,T000183,H0034,October,6,135305,4196.0,72.0,72.68,100.0,100.0,52.96,75.0,74.8,100.0,0.0,98.77,train
HI0000730,T000183,H0014,October,6,135305,11338.0,100.0,72.68,100.0,100.0,61.6,50.0,80.8,100.0,0.0,100.0,train
HI0000731,T000183,H0030,October,6,135305,1633.0,44.0,74.52,100.0,100.0,55.96,37.5,73.0,100.0,0.0,83.91,train
HI0000732,T000183,H0015,October,6,135305,24244.0,72.0,73.6,100.0,41.07,67.72,50.0,85.75,100.0,51.56,81.01,train
HI0000733,T000184,H0007,November,2,14877,27129.0,16.0,61.64,100.0,0.0,62.92,100.0,84.4,100.0,100.0,44.65,train
HI0000734,T000184,H0040,November,2,14877,4665.0,72.0,36.98,100.0,57.07,54.88,50.0,73.9,100.0,25.04,66.97,train
HI0000735,T000184,H0008,November,2,14877,1314.0,100.0,70.29,100.0,100.0,46.48,50.0,67.15,100.0,0.0,100.0,train
HI0000736,T000184,H0010,November,2,14877,2651.0,100.0,22.63,100.0,100.0,57.16,25.0,74.8,100.0,0.0,100.0,train
HI0000737,T000185,H0023,November,2,38150,24419.0,100.0,63.0,100.0,57.21,73.0,62.5,83.95,100.0,24.96,89.25,train
HI0000738,T000185,H0025,November,2,38150,27248.0,100.0,85.0,100.0,38.35,52.12,62.5,81.7,100.0,35.96,80.2,train
HI0000739,T000185,H0020,November,2,38150,3776.0,44.0,69.0,100.0,100.0,82.72,75.0,91.0,100.0,0.0,84.51,train
HI0000740,T000185,H0003,November,2,38150,9176.0,72.0,86.0,100.0,100.0,64.24,75.0,83.95,100.0,0.0,100.0,train
HI0000741,T000186,H0005,March,5,70594,5001.0,72.0,43.46,100.0,100.0,61.6,62.5,79.45,100.0,0.0,100.0,validation
HI0000742,T000186,H0035,March,5,70594,25212.0,72.0,69.26,100.0,0.0,53.08,100.0,74.35,100.0,97.8,61.13,validation
HI0000743,T000186,H0038,March,5,70594,9325.0,100.0,64.07,100.0,100.0,57.88,62.5,81.7,100.0,0.0,98.29,validation
HI0000744,T000186,H0012,March,5,70594,5444.0,72.0,48.47,100.0,100.0,61.0,37.5,80.35,100.0,0.0,95.87,validation
HI0000745,T000187,H0030,November,3,78922,1633.0,72.0,74.52,100.0,100.0,55.96,37.5,73.0,100.0,0.0,95.23,train
HI0000746,T000187,H0039,November,3,78922,25055.0,44.0,57.04,100.0,0.0,52.36,87.5,73.3,100.0,100.0,51.11,train
HI0000747,T000187,H0020,November,3,78922,3776.0,100.0,54.28,100.0,100.0,82.72,75.0,91.0,100.0,0.0,100.0,train
HI0000748,T000187,H0032,November,3,78922,3917.0,100.0,59.8,100.0,100.0,44.44,37.5,74.5,100.0,0.0,86.0,train
HI0000749,T000188,H0007,April,2,22392,27129.0,72.0,57.0,100.0,0.0,62.92,87.5,84.4,100.0,100.0,51.91,train
HI0000750,T000188,H0008,April,2,22392,1314.0,44.0,80.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,81.9,train
HI0000751,T000188,H0015,April,2,22392,24244.0,72.0,79.0,100.0,0.0,67.72,50.0,85.75,100.0,100.0,56.24,train
HI0000752,T000188,H0022,April,2,22392,7622.0,100.0,76.0,100.0,100.0,68.68,75.0,82.15,100.0,0.0,100.0,train
HI0000753,T000189,H0034,November,4,33540,4196.0,72.0,64.0,100.0,100.0,52.96,75.0,74.8,100.0,0.0,85.59,test
HI0000754,T000189,H0014,November,4,33540,11338.0,100.0,54.0,100.0,59.93,61.6,50.0,80.8,100.0,23.37,81.74,test
HI0000755,T000189,H0035,November,4,33540,25212.0,72.0,60.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,63.92,test
HI0000756,T000189,H0032,November,4,33540,3917.0,72.0,83.0,100.0,100.0,44.44,37.5,74.5,100.0,0.0,99.55,test
HI0000757,T000190,H0010,February,3,98185,2651.0,72.0,22.63,100.0,100.0,57.16,25.0,74.8,100.0,0.0,83.14,train
HI0000758,T000190,H0027,February,3,98185,11145.0,72.0,67.9,100.0,41.62,68.2,75.0,86.05,100.0,85.14,61.44,train
HI0000759,T000190,H0031,February,3,98185,6095.0,100.0,76.91,100.0,99.41,62.08,62.5,77.5,100.0,0.87,100.0,train
HI0000760,T000190,H0022,February,3,98185,7622.0,72.0,38.09,100.0,70.25,68.68,75.0,82.15,100.0,43.38,81.94,train
HI0000761,T000191,H0030,March,1,37070,1633.0,72.0,54.28,100.0,100.0,55.96,37.5,73.0,100.0,0.0,100.0,test
HI0000762,T000191,H0034,March,1,37070,4196.0,100.0,53.36,100.0,100.0,52.96,75.0,74.8,100.0,0.0,100.0,test
HI0000763,T000191,H0011,March,1,37070,6631.0,100.0,50.97,100.0,84.2,60.4,75.0,78.55,100.0,13.83,93.47,test
HI0000764,T000191,H0022,March,1,37070,7622.0,72.0,38.09,100.0,50.42,68.68,75.0,82.15,100.0,43.38,74.92,test
HI0000765,T000192,H0015,November,1,15767,24244.0,72.0,79.0,100.0,0.0,67.72,50.0,85.75,100.0,100.0,41.73,train
HI0000766,T000192,H0040,November,1,15767,4665.0,72.0,74.0,100.0,100.0,54.88,50.0,73.9,100.0,0.0,98.61,train
HI0000767,T000192,H0037,November,1,15767,1947.0,44.0,82.0,100.0,100.0,59.8,50.0,83.5,100.0,0.0,88.59,train
HI0000768,T000192,H0016,November,1,15767,9320.0,100.0,59.0,100.0,92.28,55.6,62.5,81.55,100.0,6.75,97.12,train
HI0000769,T000193,H0039,May,6,47993,25055.0,44.0,64.4,100.0,0.0,52.36,87.5,73.3,100.0,100.0,52.29,train
HI0000770,T000193,H0001,May,6,47993,2049.0,72.0,49.0,100.0,100.0,48.4,25.0,74.8,100.0,0.0,91.88,train
HI0000771,T000193,H0028,May,6,47993,4489.0,100.0,51.0,100.0,91.74,60.04,62.5,84.25,100.0,4.82,99.05,train
HI0000772,T000193,H0038,May,6,47993,9325.0,72.0,78.2,100.0,0.0,57.88,62.5,81.7,100.0,100.0,57.54,train
HI0000773,T000194,H0034,February,2,27395,4196.0,72.0,70.0,100.0,47.3,52.96,75.0,74.8,100.0,76.86,70.78,validation
HI0000774,T000194,H0029,February,2,27395,3084.0,72.0,50.6,100.0,60.42,52.84,62.5,77.35,100.0,57.72,74.06,validation
HI0000775,T000194,H0024,February,2,27395,2813.0,100.0,60.72,100.0,65.99,67.36,50.0,87.4,100.0,49.59,98.7,validation
HI0000776,T000194,H0022,February,2,27395,7622.0,44.0,64.4,100.0,0.0,68.68,75.0,82.15,100.0,100.0,50.7,validation
HI0000777,T000195,H0007,October,6,127673,27129.0,100.0,54.0,100.0,59.43,62.92,87.5,84.4,100.0,35.5,76.26,train
HI0000778,T000195,H0039,October,6,127673,25055.0,100.0,73.0,100.0,68.64,52.36,87.5,73.3,100.0,27.44,88.94,train
HI0000779,T000195,H0038,October,6,127673,9325.0,72.0,83.0,100.0,100.0,57.88,62.5,81.7,100.0,0.0,98.47,train
HI0000780,T000195,H0016,October,6,127673,9320.0,72.0,64.0,100.0,100.0,55.6,62.5,81.55,100.0,0.0,79.14,train
HI0000781,T000196,H0007,December,5,105192,27129.0,100.0,54.0,100.0,59.43,62.92,87.5,84.4,100.0,35.5,80.42,train
HI0000782,T000196,H0021,December,5,105192,1497.0,16.0,66.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,81.6,train
HI0000783,T000196,H0009,December,5,105192,4070.0,44.0,56.0,100.0,100.0,61.24,75.0,83.8,100.0,0.0,100.0,train
HI0000784,T000196,H0016,December,5,105192,9320.0,72.0,64.0,100.0,100.0,55.6,62.5,81.55,100.0,0.0,96.75,train
HI0000785,T000197,H0004,December,6,29877,4879.0,100.0,54.0,100.0,87.07,58.72,75.0,78.25,100.0,11.32,100.0,train
HI0000786,T000197,H0026,December,6,29877,1802.0,72.0,97.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,95.92,train
HI0000787,T000197,H0035,December,6,29877,25212.0,44.0,60.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,47.33,train
HI0000788,T000197,H0018,December,6,29877,5949.0,100.0,79.0,100.0,66.69,56.08,25.0,80.5,100.0,29.15,82.14,train
HI0000789,T000198,H0034,December,6,118013,4196.0,44.0,81.0,100.0,100.0,52.96,75.0,74.8,100.0,0.0,90.51,test
HI0000790,T000198,H0005,December,6,118013,5001.0,44.0,76.0,100.0,100.0,61.6,62.5,79.45,100.0,0.0,94.7,test
HI0000791,T000198,H0035,December,6,118013,25212.0,100.0,88.0,100.0,67.95,53.08,87.5,74.35,100.0,28.05,83.43,test
HI0000792,T000198,H0024,December,6,118013,2813.0,16.0,64.0,100.0,100.0,67.36,50.0,87.4,100.0,0.0,83.85,test
HI0000793,T000199,H0019,October,4,11315,3860.0,72.0,63.0,100.0,0.0,63.16,50.0,77.2,100.0,65.1,68.31,test
HI0000794,T000199,H0039,October,4,11315,25055.0,16.0,73.0,100.0,0.0,52.36,87.5,73.3,100.0,100.0,47.09,test
HI0000795,T000199,H0008,October,4,11315,1314.0,100.0,65.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,94.07,test
HI0000796,T000199,H0035,October,4,11315,25212.0,16.0,60.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,32.24,test
HI0000797,T000200,H0021,December,3,21396,1497.0,72.0,65.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,92.33,train
HI0000798,T000200,H0040,December,3,21396,4665.0,100.0,74.0,100.0,91.14,54.88,50.0,73.9,100.0,7.75,100.0,train
HI0000799,T000200,H0014,December,3,21396,11338.0,72.0,95.0,100.0,0.0,61.6,50.0,80.8,100.0,100.0,60.23,train
HI0000800,T000200,H0002,December,3,21396,27738.0,44.0,78.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,50.18,train
HI0000801,T000201,H0007,February,3,57439,27129.0,44.0,66.42,100.0,0.0,62.92,100.0,84.4,100.0,100.0,44.19,train
HI0000802,T000201,H0002,February,3,57439,27738.0,44.0,46.88,100.0,0.0,68.92,62.5,81.55,100.0,100.0,41.86,train
HI0000803,T000201,H0011,February,3,57439,6631.0,100.0,53.03,100.0,84.2,60.4,75.0,78.55,100.0,13.83,94.03,train
HI0000804,T000201,H0037,February,3,57439,1947.0,72.0,47.88,100.0,100.0,59.8,50.0,83.5,100.0,0.0,89.93,train
HI0000805,T000202,H0030,July,2,23873,1633.0,72.0,55.02,100.0,100.0,55.96,37.5,73.0,100.0,0.0,82.09,train
HI0000806,T000202,H0040,July,2,23873,4665.0,100.0,40.22,100.0,100.0,54.88,50.0,73.9,100.0,0.0,98.84,train
HI0000807,T000202,H0027,July,2,23873,11145.0,72.0,72.02,100.0,0.0,68.2,75.0,86.05,100.0,85.14,55.01,train
HI0000808,T000202,H0016,July,2,23873,9320.0,72.0,82.43,100.0,0.0,55.6,75.0,81.55,100.0,66.47,64.91,train
HI0000809,T000203,H0034,February,2,20876,4196.0,100.0,70.0,100.0,100.0,52.96,75.0,74.8,100.0,0.0,100.0,train
HI0000810,T000203,H0032,February,2,20876,3917.0,100.0,64.0,100.0,100.0,44.44,37.5,74.5,100.0,0.0,91.01,train
HI0000811,T000203,H0021,February,2,20876,1497.0,72.0,59.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,100.0,train
HI0000812,T000203,H0022,February,2,20876,7622.0,72.0,70.0,100.0,60.89,68.68,75.0,82.15,100.0,57.03,97.53,train
HI0000813,T000204,H0007,November,3,64382,27129.0,72.0,57.0,100.0,0.0,62.92,87.5,84.4,100.0,100.0,60.4,validation
HI0000814,T000204,H0010,November,3,64382,2651.0,44.0,88.0,100.0,100.0,57.16,12.5,74.8,100.0,0.0,85.04,validation
HI0000815,T000204,H0029,November,3,64382,3084.0,72.0,81.0,100.0,100.0,52.84,62.5,77.35,100.0,0.0,100.0,validation
HI0000816,T000204,H0016,November,3,64382,9320.0,100.0,59.0,100.0,95.37,55.6,62.5,81.55,100.0,6.75,92.56,validation
HI0000817,T000205,H0002,February,2,39591,27738.0,72.0,78.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,64.96,train
HI0000818,T000205,H0003,February,2,39591,9176.0,100.0,86.0,100.0,96.18,64.24,75.0,83.95,100.0,5.57,100.0,train
HI0000819,T000205,H0011,February,2,39591,6631.0,72.0,78.0,100.0,100.0,60.4,62.5,78.55,100.0,0.0,98.04,train
HI0000820,T000205,H0024,February,2,39591,2813.0,44.0,64.0,100.0,100.0,67.36,50.0,87.4,100.0,0.0,81.6,train
HI0000821,T000206,H0010,March,3,35470,2651.0,100.0,77.28,100.0,54.24,57.16,12.5,74.8,100.0,40.04,86.98,validation
HI0000822,T000206,H0006,March,3,35470,2830.0,100.0,75.0,100.0,66.8,60.88,37.5,81.1,100.0,29.05,96.66,validation
HI0000823,T000206,H0013,March,3,35470,4412.0,72.0,66.0,100.0,3.52,74.56,50.0,86.65,100.0,84.42,60.82,validation
HI0000824,T000206,H0022,March,3,35470,7622.0,44.0,64.4,100.0,0.0,68.68,75.0,82.15,100.0,100.0,51.3,validation
HI0000825,T000207,H0030,March,3,17891,1633.0,100.0,75.0,100.0,100.0,55.96,37.5,73.0,100.0,0.0,100.0,train
HI0000826,T000207,H0006,March,3,17891,2830.0,100.0,85.0,100.0,66.8,60.88,37.5,81.1,100.0,29.05,93.9,train
HI0000827,T000207,H0020,March,3,17891,3776.0,72.0,69.0,100.0,28.96,82.72,75.0,91.0,100.0,62.16,79.95,train
HI0000828,T000207,H0013,March,3,17891,4412.0,72.0,69.0,100.0,3.52,74.56,50.0,86.65,100.0,84.42,65.83,train
HI0000829,T000208,H0034,November,2,16002,4196.0,72.0,64.0,100.0,47.3,52.96,75.0,74.8,100.0,76.86,73.4,train
HI0000830,T000208,H0026,November,2,16002,1802.0,100.0,97.0,100.0,100.0,56.08,25.0,80.35,100.0,0.0,100.0,train
HI0000831,T000208,H0027,November,2,16002,11145.0,44.0,79.0,100.0,0.0,68.2,62.5,86.05,100.0,100.0,49.41,train
HI0000832,T000208,H0039,November,2,16002,25055.0,16.0,73.0,100.0,0.0,52.36,87.5,73.3,100.0,100.0,48.53,train
HI0000833,T000209,H0014,December,5,72623,11338.0,100.0,95.0,100.0,73.29,61.6,50.0,80.8,100.0,23.37,92.94,test
HI0000834,T000209,H0028,December,5,72623,4489.0,72.0,73.0,100.0,100.0,60.04,62.5,84.25,100.0,0.0,100.0,test
HI0000835,T000209,H0025,December,5,72623,27248.0,72.0,85.0,100.0,0.0,52.12,62.5,81.7,100.0,100.0,59.14,test
HI0000836,T000209,H0002,December,5,72623,27738.0,72.0,78.0,100.0,0.0,68.92,62.5,81.55,100.0,100.0,48.83,test
HI0000837,T000210,H0008,January,2,9356,1314.0,100.0,65.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,96.93,train
HI0000838,T000210,H0006,January,2,9356,2830.0,100.0,44.0,100.0,66.8,60.88,37.5,81.1,100.0,29.05,83.52,train
HI0000839,T000210,H0031,January,2,9356,6095.0,72.0,73.0,100.0,0.0,62.08,50.0,77.5,100.0,100.0,42.86,train
HI0000840,T000210,H0024,January,2,9356,2813.0,100.0,60.0,100.0,67.48,67.36,50.0,87.4,100.0,28.46,74.82,train
HI0000841,T000211,H0010,December,6,22554,2651.0,100.0,62.0,100.0,73.96,57.16,12.5,74.8,100.0,22.78,87.64,train
HI0000842,T000211,H0033,December,6,22554,10987.0,44.0,64.0,100.0,0.0,67.72,62.5,80.35,100.0,100.0,63.64,train
HI0000843,T000211,H0037,December,6,22554,1947.0,100.0,75.0,100.0,100.0,59.8,50.0,83.5,100.0,0.0,100.0,train
HI0000844,T000211,H0016,December,6,22554,9320.0,44.0,64.0,100.0,0.0,55.6,62.5,81.55,100.0,100.0,47.06,train
HI0000845,T000212,H0021,December,4,51140,1497.0,100.0,37.35,100.0,100.0,66.28,37.5,87.1,100.0,0.0,100.0,train
HI0000846,T000212,H0032,December,4,51140,3917.0,72.0,65.69,100.0,88.46,44.44,37.5,74.5,100.0,6.73,82.97,train
HI0000847,T000212,H0028,December,4,51140,4489.0,72.0,57.78,100.0,51.9,60.04,75.0,84.25,100.0,28.06,92.49,train
HI0000848,T000212,H0024,December,4,51140,2813.0,100.0,61.46,100.0,100.0,67.36,62.5,87.4,100.0,0.0,100.0,train
HI0000849,T000213,H0006,December,3,21512,2830.0,44.0,44.0,100.0,100.0,60.88,37.5,81.1,100.0,0.0,74.99,train
HI0000850,T000213,H0035,December,3,21512,25212.0,72.0,60.0,100.0,0.0,53.08,87.5,74.35,100.0,100.0,64.73,train
HI0000851,T000213,H0038,December,3,21512,9325.0,100.0,83.0,100.0,88.35,57.88,62.5,81.7,100.0,6.79,100.0,train
HI0000852,T000213,H0022,December,3,21512,7622.0,100.0,47.0,100.0,100.0,68.68,75.0,82.15,100.0,0.0,100.0,train
HI0000853,T000214,H0021,October,2,18680,1497.0,100.0,65.0,100.0,100.0,66.28,37.5,87.1,100.0,0.0,99.52,validation
HI0000854,T000214,H0001,October,2,18680,2049.0,100.0,73.0,100.0,98.04,48.4,25.0,74.8,100.0,1.71,98.48,validation
HI0000855,T000214,H0008,October,2,18680,1314.0,100.0,80.0,100.0,100.0,46.48,37.5,67.15,100.0,0.0,100.0,validation
HI0000856,T000214,H0004,October,2,18680,4879.0,72.0,95.0,100.0,0.0,58.72,75.0,78.25,100.0,100.0,58.66,validation
HI0000857,T000215,H0002,March,1,50443,27738.0,100.0,40.11,100.0,100.0,68.92,62.5,81.55,100.0,0.0,97.09,train
HI0000858,T000215,H0006,March,1,50443,2830.0,16.0,62.8,100.0,100.0,60.88,37.5,81.1,100.0,0.0,73.59,train
HI0000859,T000215,H0032,March,1,50443,3917.0,44.0,65.69,100.0,100.0,44.44,37.5,74.5,100.0,0.0,94.88,train
HI0000860,T000215,H0031,March,1,50443,6095.0,44.0,76.91,100.0,100.0,62.08,62.5,77.5,100.0,0.0,99.43,train
HI0000861,T000216,H0004,December,10,89134,4879.0,100.0,71.02,100.0,100.0,58.72,75.0,78.25,100.0,0.0,100.0,train
HI0000862,T000216,H0018,December,10,89134,5949.0,100.0,47.18,100.0,100.0,56.08,25.0,80.5,100.0,0.0,95.2,train
